timestamp,amb_temp_c,relative_humidity,ghi,dni,dhi,IR(h),wind_speed_m_s,WD10m,SP
20141013:1700,26.39,84.55,8.6,0,8.6,435.05,4.48,223,101080
20141013:1800,26.22,84.55,0,0,0,431.75,4.14,228,101160
20141013:1900,25.73,87.3,0,0,0,422.85,4.07,220,101280
20141013:2000,25.57,90.2,0,0,0,423.05,3.86,227,101320
20141013:2100,25.58,90.2,0,0,0,414.55,3.66,239,101400
20141013:2200,25.42,90.2,0,0,0,420.15,3.45,250,101380
20141013:2300,25.08,93.15,0,0,0,417.25,2.97,252,101420
20141014:0000,24.82,90.15,0,0,0,416.45,2.48,253,101350
20141014:0100,24.66,90.15,0,0,0,420.65,2.34,250,101310
20141014:0200,24.86,90.15,0,0,0,427.1,2.62,246,101280
20141014:0300,24.74,87.25,0,0,0,424,2.21,249,101300
20141014:0400,24.69,90.15,0,0,0,422.45,2.48,254,101290
20141014:0500,24.72,90.15,0,0,0,422.65,2.76,255,101320
20141014:0600,24.77,90.15,92.75,266.93,64.75,420.75,3.03,257,101330
20141014:0700,25.16,87.3,233.1,300,127.05,422.65,3.17,257,101420
20141014:0800,25.8,84.5,383.25,309.65,204.6,424.2,3.72,251,101500
20141014:0900,26.65,81.85,458.75,313.23,220.7,428.45,3.93,244,101520
20141014:1000,27.15,81.9,664.45,434.8,277.4,428.45,4.14,238,101480
20141014:1100,27.52,79.35,570.15,290.94,291.25,432.75,4.55,236,101400
20141014:1200,27.61,79.35,607.8,336.02,285,429.25,4.9,233,101320
20141014:1300,27.94,79.4,483.1,255.87,253.8,431.55,4.97,235,101220
20141014:1400,26.77,81.9,455.55,376.6,165.75,434.45,4.55,242,101130
20141014:1500,26.72,81.9,244.85,183.59,136.65,422.65,4.69,255,101150
20141014:1600,26.48,84.55,112.75,116.72,69.8,425.75,4.55,244,101090
20141014:1700,26.42,84.55,10.4,28.24,7,425,4,243,101120
20141014:1800,26.22,84.55,0,0,0,430,3.86,238,101170
20141014:1900,26.02,87.3,0,0,0,416.85,4.41,232,101270
20141014:2000,25.87,87.3,0,0,0,410.3,4.28,231,101320
20141014:2100,25.79,87.3,0,0,0,407.55,4.14,230,101370
20141014:2200,25.7,87.3,0,0,0,405.85,4.07,235,101360
20141014:2300,25.64,90.2,0,0,0,409.7,4.07,237,101330
20141015:0000,25.53,90.2,0,0,0,405.45,4.07,237,101270
20141015:0100,25.44,90.2,0,0,0,409.05,4.14,242,101220
20141015:0200,25.37,90.2,0,0,0,409.9,4.21,246,101200
20141015:0300,25.29,90.2,0,0,0,403.7,4.07,253,101220
20141015:0400,25.19,90.2,0,0,0,405.45,3.86,261,101240
20141015:0500,25.12,90.15,0,0,0,408.9,3.72,268,101270
20141015:0600,25.07,90.15,141.45,751.74,62.55,408.35,3.52,276,101320
20141015:0700,25.72,87.3,376.75,781.7,100.6,407.95,3.66,277,101360
20141015:0800,26.56,84.55,518.3,673.69,130,404.3,3.52,273,101410
20141015:0900,27.26,79.35,691.1,665.34,186.05,422.3,3.38,263,101450
20141015:1000,27.84,76.85,623.5,461.95,212.85,433.3,3.52,248,101410
20141015:1100,27.81,76.85,633.6,410.51,240.7,441.25,3.93,240,101350
20141015:1200,27.79,76.85,845.05,691.1,182.35,439.3,4.34,238,101230
20141015:1300,28.25,76.95,703.05,633.27,136.75,426.55,4.83,237,101130
20141015:1400,28.26,76.95,550.55,546.83,130.85,429.05,5.38,232,101070
20141015:1500,27.99,79.4,367.8,452.11,102.25,421.5,5.66,228,101020
20141015:1600,27.6,81.95,151.4,249.15,60.2,427.7,5.59,227,101040
20141015:1700,27.09,84.6,11.45,33.29,7.5,422.45,5.31,225,101070
20141015:1800,26.75,84.6,0,0,0,421.1,4.9,225,101150
20141015:1900,26.54,84.55,0,0,0,411.25,4.48,229,101210
20141015:2000,26.4,84.55,0,0,0,408.9,4.34,229,101310
20141015:2100,26.3,84.55,0,0,0,411.05,4.21,234,101350
20141015:2200,26.2,84.55,0,0,0,411.65,4.34,234,101350
20141015:2300,26.14,87.3,0,0,0,413,4.34,236,101350
20141016:0000,25.97,87.3,0,0,0,408.55,4.14,238,101250
20141016:0100,25.86,87.3,0,0,0,408.45,4,242,101210
20141016:0200,25.72,87.3,0,0,0,408.55,3.79,252,101160
20141016:0300,25.64,90.2,0,0,0,415.1,3.79,260,101160
20141016:0400,25.51,90.2,0,0,0,416.45,3.59,266,101190
20141016:0500,25.37,90.2,0,0,0,412.4,3.1,272,101200
20141016:0600,25.46,93.15,99.1,323.43,65.15,424.2,2.83,275,101270
20141016:0700,25.96,87.3,273.3,480.34,103.75,423.45,3.72,270,101270
20141016:0800,26.58,84.55,454.6,521.13,154.55,416.45,3.86,266,101320
20141016:0900,27.27,79.35,530.25,433.89,201.3,424,3.72,256,101350
20141016:1000,27.77,79.4,750.75,613.23,206.4,427.3,3.93,246,101300
20141016:1100,28.2,76.95,838.75,688.87,180.5,434.65,4.41,238,101210
20141016:1200,28.35,76.95,777.3,622.85,181.15,429.05,5.03,234,101100
20141016:1300,28.26,76.95,694.55,646.52,117.65,431,5.59,234,101000
20141016:1400,27.78,79.4,490.65,480.4,122.9,427.9,5.52,234,100910
20141016:1500,27.83,79.4,279.15,325.52,88.6,433.9,5.59,236,100880
20141016:1600,27.41,81.95,107.9,125.22,62.3,437.35,5.24,233,100890
20141016:1700,27.09,84.6,12,38.47,7.5,435.25,5.31,231,100890
20141016:1800,26.65,87.35,0,0,0,416.45,4.9,232,100960
20141016:1900,26.45,87.35,0,0,0,413.75,4.76,236,101050
20141016:2000,26.39,87.35,0,0,0,417.05,4.69,232,101140
20141016:2100,26.36,87.35,0,0,0,418,4.62,232,101200
20141016:2200,26.28,87.35,0,0,0,416.1,4.69,233,101190
20141016:2300,26.16,87.35,0,0,0,413.2,4.83,237,101180
20141017:0000,26.03,90.2,0,0,0,412.8,4.9,238,101100
20141017:0100,25.98,90.2,0,0,0,420.65,4.83,239,101060
20141017:0200,25.89,90.2,0,0,0,414.35,4.69,242,101050
20141017:0300,25.82,90.2,0,0,0,417.05,4.55,247,101040
20141017:0400,25.74,90.2,0,0,0,413.4,4.28,251,101070
20141017:0500,25.47,93.15,0,0,0,412.6,3.24,253,101120
20141017:0600,25.3,93.15,103.5,401.68,61.35,419.2,2.76,259,101160
20141017:0700,26.38,84.55,281.65,431.18,129.6,428.1,4.07,256,101170
20141017:0800,26.92,81.9,481.95,520.18,182.8,422.45,4.28,256,101210
20141017:0900,27.57,81.95,667.7,655.76,171.2,418.6,4.55,255,101240
20141017:1000,28.04,79.4,709.35,628.07,152.65,425.2,4.76,249,101180
20141017:1100,28.21,76.95,718.2,549.81,193.7,431.95,5.17,242,101090
20141017:1200,28.34,76.95,835.25,680.97,184.7,433.7,5.59,237,101020
20141017:1300,28.58,76.95,686.95,552.63,194.9,429.65,6.28,237,100920
20141017:1400,27.22,81.95,415.15,329.2,163.8,435.85,6.14,241,100850
20141017:1500,26.22,87.35,181.35,88.53,129.7,423.25,4.62,235,100890
20141017:1600,26.25,84.55,84.4,49.13,66.6,431,6,221,100910
20141017:1700,26.01,87.3,8.35,16.91,6.4,436,6.28,223,100890
20141017:1800,25.99,87.3,0,0,0,429.25,5.45,233,100970
20141017:1900,26.52,87.35,0,0,0,425.55,4.21,238,101060
20141017:2000,26.47,87.35,0,0,0,426.55,3.93,250,101160
20141017:2100,26.41,87.35,0,0,0,422.1,4,253,101200
20141017:2200,26.29,87.35,0,0,0,425.4,4.34,256,101200
20141017:2300,25.95,90.2,0,0,0,415.3,4.34,258,101170
20141018:0000,25.57,93.15,0,0,0,416.85,4,247,101100
20141018:0100,25.2,93.15,0,0,0,417.35,3.72,226,101070
20141018:0200,24.87,93.15,0,0,0,413.2,3.59,221,101060
20141018:0300,25.21,90.2,0,0,0,422.1,3.24,236,101040
20141018:0400,25.34,90.2,0,0,0,419.55,3.38,248,101070
20141018:0500,25.45,90.2,0,0,0,423.65,3.59,258,101090
20141018:0600,25.46,90.2,108.3,365.29,70,422.1,3.59,254,101150
20141018:0700,25.51,93.15,215.4,106.03,178.05,416.3,2.76,223,101210
20141018:0800,25.94,90.2,388.65,309.99,210.6,424.8,2.28,217,101330
20141018:0900,26.42,87.35,622.7,502.4,242.85,428.45,2.14,233,101290
20141018:1000,27.2,81.95,714.4,512.66,260.7,430.6,2.48,236,101280
20141018:1100,27.44,81.95,558.55,217.62,351.3,437.35,3.17,230,101180
20141018:1200,26.97,84.6,539.2,225.96,323.75,445.1,4.55,206,101030
20141018:1300,25.96,90.2,474.35,266.48,237.6,440.65,4.76,215,101030
20141018:1400,26.07,87.3,332.45,192.64,185.75,419.95,5.03,227,100950
20141018:1500,26.28,84.55,165.45,46.61,138.35,420.55,4.97,227,100900
20141018:1600,26.38,84.55,74.5,7.63,71.75,432.9,4.83,231,100920
20141018:1700,26.37,84.55,4.4,0,4.4,431,4.62,233,100960
20141018:1800,26.28,84.55,0,0,0,428.85,4.14,244,101070
20141018:1900,25.58,93.15,0,0,0,417.65,0.97,259,101110
20141018:2000,25.61,93.15,0,0,0,423.85,0.83,270,101210
20141018:2100,25.97,87.3,0,0,0,418.8,0.55,273,101270
20141018:2200,25.18,90.2,0,0,0,418.4,0.62,210,101310
20141018:2300,24.09,99.4,0,0,0,422.1,0.83,198,101300
20141019:0000,24.34,93.1,0,0,0,431.2,1.31,261,101220
20141019:0100,24.53,93.1,0,0,0,430.9,1.52,268,101150
20141019:0200,24.28,93.1,0,0,0,418,1.45,303,101110
20141019:0300,24.04,96.2,0,0,0,420.35,1.45,296,101100
20141019:0400,23.76,96.2,0,0,0,417.25,1.17,279,101120
20141019:0500,23.58,99.4,0,0,0,418.6,0.97,286,101180
20141019:0600,23.88,96.2,30.45,2.39,30.2,422.3,1.1,302,101220
20141019:0700,24.55,93.1,100.15,13.64,95.35,430.4,2.97,45,101210
20141019:0800,25.13,90.15,232.8,37.05,211.55,424.2,3.1,51,101270
20141019:0900,25.93,84.5,336.05,78.68,276.65,431.95,2.76,56,101290
20141019:1000,26.02,87.3,342.9,62.47,287.7,434.65,3.45,73,101320
20141019:1100,26.22,84.55,362.4,65.8,299.85,438.35,3.93,80,101230
20141019:1200,25.78,87.3,200.65,11.14,190.05,438.9,4.62,91,101120
20141019:1300,25.94,87.3,165.35,4.85,161.05,431,4.62,84,101070
20141019:1400,25.93,87.3,157.35,29.89,134.65,427.9,5.17,84,100970
20141019:1500,26.05,87.3,150.7,61.6,115,429.45,5.45,92,100910
20141019:1600,26.22,84.55,39.2,9.48,35.8,427.1,5.1,100,100940
20141019:1700,25.94,87.3,3.75,0.89,3.65,434.3,4.62,111,100950
20141019:1800,25.78,87.3,0,0,0,425,4.62,137,101020
20141019:1900,26.03,84.5,0,0,0,425,3.72,150,101050
20141019:2000,26,87.3,0,0,0,415.3,4.76,166,101160
20141019:2100,25.89,87.3,0,0,0,419,4.69,180,101180
20141019:2200,25.94,90.2,0,0,0,425.4,3.59,187,101240
20141019:2300,25.77,90.2,0,0,0,430,2.34,192,101280
20141020:0000,25.39,93.15,0,0,0,427.3,1.93,192,101220
20141020:0100,25.16,93.15,0,0,0,424.5,2.14,195,101180
20141020:0200,25.1,93.15,0,0,0,433.7,2.21,216,101110
20141020:0300,25.13,93.15,0,0,0,433.3,2.41,224,101110
20141020:0400,25.19,90.2,0,0,0,432.35,2.55,239,101110
20141020:0500,25.15,90.2,0,0,0,431.2,2.48,254,101140
20141020:0600,25.15,90.2,75,195.64,54.55,429.65,2.28,266,101220
20141020:0700,25.37,90.2,103,24.77,94.3,431.4,0.55,16,101240
20141020:0800,25.65,90.2,186.4,87.65,136.2,434.45,0.62,69,101330
20141020:0900,26.07,87.3,464.45,353.61,197.9,430.2,0.41,123,101370
20141020:1000,26.45,84.55,495.75,371.15,168.35,432.35,0.21,212,101350
20141020:1100,26.71,81.9,547.85,289.73,272.9,433.3,0.76,264,101280
20141020:1200,27.12,81.9,488.35,224.16,275.45,431,1.45,260,101170
20141020:1300,27.31,79.35,490.65,215.83,299.75,434.65,1.66,256,101070
20141020:1400,27.49,79.35,494.95,414.87,180.65,432.75,1.79,256,101000
20141020:1500,27.55,79.35,312,316.7,129.05,429.05,2,250,100940
20141020:1600,27.45,79.35,136.1,212.03,60.4,428.65,2.14,237,100960
20141020:1700,27.04,84.6,10.95,35.69,7,415.7,2.28,235,100970
20141020:1800,26.5,87.35,0,0,0,404.65,2.62,236,101060
20141020:1900,26.15,90.2,0,0,0,413.4,4.07,227,101110
20141020:2000,25.98,90.2,0,0,0,408.35,4.55,228,101210
20141020:2100,25.89,90.2,0,0,0,410.65,4.76,231,101250
20141020:2200,25.84,90.2,0,0,0,410.45,4.9,233,101250
20141020:2300,25.78,90.2,0,0,0,408.55,4.76,235,101210
20141021:0000,25.68,90.2,0,0,0,405.85,4.41,238,101140
20141021:0100,25.59,93.15,0,0,0,406.5,4.14,243,101070
20141021:0200,25.48,93.15,0,0,0,407.95,3.93,250,101030
20141021:0300,25.39,90.2,0,0,0,409.7,3.59,257,101030
20141021:0400,25.2,90.2,0,0,0,404.3,3.17,265,101070
20141021:0500,25.04,93.15,0,0,0,404.45,2.97,272,101090
20141021:0600,25.02,93.15,127.8,655.36,59.45,412.2,2.97,276,101180
20141021:0700,25.58,90.2,342.5,635.25,119.7,419.55,3.93,272,101180
20141021:0800,26.5,84.55,529.9,643.87,161.7,416.45,3.79,270,101250
20141021:0900,27.33,79.35,691.15,704.1,161.25,421.1,3.52,265,101280
20141021:1000,27.85,76.85,720.3,622.45,172.15,419.95,3.31,257,101270
20141021:1100,28.05,76.85,767.4,622.96,177.3,427.5,3.31,247,101220
20141021:1200,28.25,74.5,801.35,698.17,139.55,429.05,3.52,238,101150
20141021:1300,28.33,74.5,681.45,638.95,117.55,417.05,3.86,231,101060
20141021:1400,28.15,79.4,586.8,638.14,104.6,425.95,4.07,230,100990
20141021:1500,28.08,79.4,350.9,442.76,95.95,415.3,4.21,227,100950
20141021:1600,27.74,79.4,146.55,267.63,51.45,424.2,4.48,223,100940
20141021:1700,27.24,81.95,10.7,37.99,6.55,415.7,4.41,223,100980
20141021:1800,26.71,84.6,0,0,0,412.6,4.14,224,101060
20141021:1900,26.39,87.35,0,0,0,409.7,4.62,228,101160
20141021:2000,26.34,87.35,0,0,0,415.1,5.03,228,101240
20141021:2100,26.26,84.55,0,0,0,408.95,5.38,229,101280
20141021:2200,26.15,87.3,0,0,0,405.65,5.31,230,101280
20141021:2300,26.05,87.3,0,0,0,404.45,5.17,230,101250
20141022:0000,25.93,87.3,0,0,0,401.2,5.17,231,101210
20141022:0100,25.84,87.3,0,0,0,404.8,5.03,229,101150
20141022:0200,25.79,87.3,0,0,0,408.35,4.76,228,101120
20141022:0300,25.63,90.2,0,0,0,408.9,4.48,231,101110
20141022:0400,25.47,90.2,0,0,0,410.45,4.21,236,101140
20141022:0500,25.37,90.2,0,0,0,411.05,4,243,101160
20141022:0600,25.35,93.15,138.4,745.62,60.85,419.75,3.59,252,101240
20141022:0700,25.74,90.2,351.9,717.34,100.75,416.65,3.72,252,101300
20141022:0800,26.19,87.35,505.15,617.44,152.65,413,3.52,243,101380
20141022:0900,26.68,84.6,647.5,654.18,156,414.9,3.59,236,101410
20141022:1000,27.04,84.6,847.15,771.93,168.55,418,3.72,233,101390
20141022:1100,27.71,79.4,775.45,578.17,228.8,416.45,4.07,233,101290
20141022:1200,27.77,79.4,801.1,597.04,236.3,427.9,4.48,227,101160
20141022:1300,27.88,79.4,685.2,574.34,179.45,422.45,5.03,222,101030
20141022:1400,27.61,81.95,541.15,539.61,134.45,426.75,5.45,217,100930
20141022:1500,27.34,81.95,367.15,463.6,101.05,425.55,5.66,213,100920
20141022:1600,27.14,84.6,134.2,237.2,50.3,419.75,5.59,218,100950
20141022:1700,26.8,81.9,8.6,24.1,6,416.85,4.34,221,101050
20141022:1800,26.52,84.55,0,0,0,423.45,4.14,223,101120
20141022:1900,26.29,84.55,0,0,0,408.55,3.72,224,101230
20141022:2000,26.24,84.55,0,0,0,413.75,3.52,222,101340
20141022:2100,26.11,87.3,0,0,0,408.75,3.45,222,101350
20141022:2200,26.02,87.3,0,0,0,409.9,3.45,224,101360
20141022:2300,25.9,87.3,0,0,0,412.2,3.52,220,101330
20141023:0000,25.77,87.3,0,0,0,410.85,3.38,214,101260
20141023:0100,25.62,90.2,0,0,0,405.95,3.24,213,101190
20141023:0200,25.58,90.2,0,0,0,409.5,3.17,218,101110
20141023:0300,25.62,90.2,0,0,0,413.2,3.24,223,101100
20141023:0400,25.63,90.2,0,0,0,411.85,3.31,226,101120
20141023:0500,25.58,90.2,0,0,0,413.2,3.1,231,101160
20141023:0600,25.49,90.2,121.4,504.49,69.1,409.7,2.76,239,101260
20141023:0700,25.65,87.3,257.1,308.49,149.3,421.5,3.1,252,101270
20141023:0800,25.85,90.2,372.9,273.38,217.1,421.9,2.69,249,101380
20141023:0900,26.21,87.35,432.2,198.6,283.25,424.8,2.83,231,101470
20141023:1000,26.66,87.35,508.2,203.64,329.5,434.1,3.45,239,101430
20141023:1100,26.91,84.6,563.2,280.17,298.8,433.3,3.38,234,101360
20141023:1200,26.77,81.9,379.3,133.41,253.35,433.1,3.79,220,101240
20141023:1300,26.01,84.5,377.6,160.99,236.15,443.75,4.07,216,101160
20141023:1400,26.17,81.85,377.55,230.06,204.6,423.45,4.41,218,101060
20141023:1500,26.31,84.55,287.75,268.27,134.25,423.25,4.48,222,101030
20141023:1600,26.43,84.55,97.85,70.43,73.05,421.7,4.21,225,101020
20141023:1700,26.31,84.55,6.6,1.88,6.4,419.4,3.86,223,101040
20141023:1800,26.08,87.3,0,0,0,420.9,4,225,101130
20141023:1900,25.95,87.3,0,0,0,420.15,2.83,235,101150
20141023:2000,25.96,87.3,0,0,0,423.45,2.69,243,101210
20141023:2100,25.96,87.3,0,0,0,421.3,2.48,245,101280
20141023:2200,25.92,87.3,0,0,0,423.25,2.48,247,101240
20141023:2300,25.88,87.3,0,0,0,423.45,2.55,246,101240
20141024:0000,25.72,87.3,0,0,0,419,2.69,246,101160
20141024:0100,25.45,90.2,0,0,0,418.5,3.03,246,101100
20141024:0200,25.23,90.2,0,0,0,415.9,3.24,244,101040
20141024:0300,25.02,93.15,0,0,0,412.8,3.38,246,101030
20141024:0400,24.88,93.15,0,0,0,413.4,3.24,243,101040
20141024:0500,24.71,93.15,0,0,0,413.2,3.03,234,101090
20141024:0600,24.64,96.2,124,620.64,59.9,410.1,2.76,229,101170
20141024:0700,24.99,93.15,300.2,550.88,108.1,417.05,1.52,206,101260
20141024:0800,25.71,87.3,534.4,690.61,141.55,410.3,1.72,208,101320
20141024:0900,26.63,84.55,636.75,636.01,160.6,413.4,1.59,203,101400
20141024:1000,27.21,81.95,711.9,513.14,262.45,420.75,1.66,195,101380
20141024:1100,27.69,79.4,768.85,564.19,237.45,429.85,2.34,201,101270
20141024:1200,28.01,79.4,770.95,568.86,235,428.3,3.24,210,101120
20141024:1300,28.07,79.4,593.25,430.5,215.85,431.2,4.14,221,101010
20141024:1400,27.82,79.4,484.2,452.95,144.55,425.95,4.83,225,100900
20141024:1500,27.69,76.85,276.75,305.38,102.55,425.55,5.03,224,100890
20141024:1600,26.71,79.3,116.25,192.54,48.75,420.55,4.07,223,100930
20141024:1700,26.28,84.55,8.45,20.42,6.3,423.65,4.48,236,100960
20141024:1800,26.07,87.3,0,0,0,416.1,4.9,236,101060
20141024:1900,26.47,84.55,0,0,0,424.4,3.52,234,101090
20141024:2000,26.37,84.55,0,0,0,413.95,3.24,241,101190
20141024:2100,26.3,84.55,0,0,0,420.9,2.83,241,101230
20141024:2200,26.12,87.3,0,0,0,418,2.34,232,101260
20141024:2300,25.81,87.3,0,0,0,420.15,2.28,214,101240
20141025:0000,25.74,87.3,0,0,0,419,2.48,214,101160
20141025:0100,25.62,90.2,0,0,0,416.95,2.28,215,101100
20141025:0200,24.96,93.15,0,0,0,416.3,1.72,229,101030
20141025:0300,24.31,96.2,0,0,0,417.45,1.03,254,101030
20141025:0400,24,99.4,0,0,0,418.6,1.03,242,101050
20141025:0500,24.19,96.2,0,0,0,420.75,1.52,230,101070
20141025:0600,24.38,96.2,100.95,354.92,64.45,418.4,1.59,227,101110
20141025:0700,26.06,87.3,199.9,172.59,139.85,419.55,2.62,254,101150
20141025:0800,26.67,81.9,300.2,168.83,204.35,423.85,3.03,246,101210
20141025:0900,27.12,81.9,357.55,120.11,267.8,431,3.17,241,101250
20141025:1000,27.31,79.35,265.15,48.21,223,434.45,2.83,233,101250
20141025:1100,26.95,81.9,344.7,74.3,274.85,435.65,2.83,226,101180
20141025:1200,25.73,87.3,372.25,79.13,297.85,437.95,1.86,184,101110
20141025:1300,25.48,87.3,185.65,19.61,168.5,430.6,2,149,101070
20141025:1400,25.02,93.15,179.1,6.35,174.35,433.5,1.38,137,101010
20141025:1500,25.22,90.2,150.25,24.71,136.2,424.6,1.66,169,100900
20141025:1600,25.65,87.3,57.75,4.01,56.35,424.8,2.41,190,100950
20141025:1700,25.81,87.3,3.05,0,3.05,426.55,2.21,197,100980
20141025:1800,25.89,87.3,0,0,0,434.45,2,209,101060
20141025:1900,25.8,87.3,0,0,0,440.1,1.86,186,101060
20141025:2000,25.79,87.3,0,0,0,439.1,1.59,185,101160
20141025:2100,25.74,87.3,0,0,0,439.5,1.52,191,101200
20141025:2200,25.7,87.3,0,0,0,434.45,2,195,101220
20141025:2300,25.75,87.3,0,0,0,431.95,2.21,195,101230
20141026:0000,25.7,87.3,0,0,0,430.2,2.14,206,101190
20141026:0100,25.53,90.2,0,0,0,428.2,1.79,210,101110
20141026:0200,25.36,90.2,0,0,0,430.4,1.72,210,101040
20141026:0300,25.23,90.2,0,0,0,429.05,1.66,212,101020
20141026:0400,25.01,93.15,0,0,0,426.9,1.38,215,101010
20141026:0500,24.95,93.15,0,0,0,427.5,1.1,213,101050
20141026:0600,25.04,96.2,89.05,170.5,71.6,433.3,0.97,213,101100
20141026:0700,26.35,84.55,241.45,263.75,149.9,424.4,2.28,154,101160
20141026:0800,26.54,87.35,419.35,327.14,234,428.1,2.62,162,101270
20141026:0900,26.8,84.6,430.95,163.72,308.85,424.8,2.69,171,101310
20141026:1000,27.27,81.95,525.8,218.67,335,427.7,3.17,178,101310
20141026:1100,27.52,81.95,522.5,225.12,311.3,431,3.66,189,101220
20141026:1200,27.67,81.95,605.25,331.47,294.25,435.85,4.14,204,101070
20141026:1300,27.93,79.4,396.1,201.26,220.45,435.45,5.1,209,100970
20141026:1400,26.35,87.35,376.25,239.57,197.5,441.05,3.93,204,100980
20141026:1500,25.85,90.2,140.55,46.12,114.4,422.85,3.45,213,101030
20141026:1600,25.32,90.2,56.7,13.09,52.15,426.35,2.9,203,101040
20141026:1700,25.39,90.2,4.95,0,4.95,421.3,2.97,220,101030
20141026:1800,25.57,90.2,0,0,0,425.2,2.34,221,101120
20141026:1900,25.32,90.2,0,0,0,419.55,1.79,223,101210
20141026:2000,25.09,93.15,0,0,0,413.75,1.72,234,101300
20141026:2100,24.95,93.15,0,0,0,414.35,1.93,231,101320
20141026:2200,24.98,93.15,0,0,0,412.2,2.34,232,101330
20141026:2300,25.11,93.15,0,0,0,415.5,2.48,242,101290
20141027:0000,25.21,87.3,0,0,0,419,2.76,252,101250
20141027:0100,25.24,87.3,0,0,0,419.85,2.76,256,101180
20141027:0200,25.16,87.3,0,0,0,417.85,2.9,255,101120
20141027:0300,25.11,90.15,0,0,0,418.8,2.9,253,101100
20141027:0400,25.03,90.15,0,0,0,413.2,2.69,256,101110
20141027:0500,25.08,90.15,0,0,0,411.05,2.55,257,101140
20141027:0600,24.99,93.15,101.6,331.53,67.85,409.9,2.14,261,101210
20141027:0700,26.02,90.2,294.55,495.35,123.05,418.6,3.03,250,101230
20141027:0800,26.68,84.6,526.45,669.23,148.1,413.55,3.38,240,101290
20141027:0900,27.41,81.95,585.9,525.14,195.05,416.85,3.72,227,101340
20141027:1000,27.77,79.4,750.3,628.91,202.65,428.65,4.14,225,101340
20141027:1100,28.2,76.95,719.4,496,255,423.85,4.07,228,101270
20141027:1200,28.3,76.95,582.75,410.34,198.55,437,3.86,229,101160
20141027:1300,27.3,81.95,522.95,366.39,203.9,441.45,2.83,235,101100
20141027:1400,27.22,81.95,459.05,346.31,201.3,431,2.9,249,100990
20141027:1500,27.51,81.95,299.7,274.87,144.3,422.45,3.66,251,100890
20141027:1600,27.57,81.95,102.5,70.77,78,422.45,3.52,250,100900
20141027:1700,27.18,81.95,6.85,6.88,6.15,425.2,2.9,242,100920
20141027:1800,26.93,84.6,0,0,0,425.35,2.62,230,101040
20141027:1900,26.66,84.6,0,0,0,416.3,2.62,229,101120
20141027:2000,26.52,87.35,0,0,0,418.6,2.9,235,101200
20141027:2100,26.4,84.55,0,0,0,420.55,3.38,243,101210
20141027:2200,26.28,84.55,0,0,0,416.45,3.72,249,101180
20141027:2300,26.19,84.55,0,0,0,416.45,3.93,253,101130
20141028:0000,26.11,87.3,0,0,0,418.6,3.79,256,101050
20141028:0100,26.06,87.3,0,0,0,417.35,3.59,256,101020
20141028:0200,25.96,87.3,0,0,0,412.6,3.52,256,100970
20141028:0300,25.89,90.2,0,0,0,411.45,3.59,254,100920
20141028:0400,25.86,90.2,0,0,0,413.55,3.31,255,100950
20141028:0500,25.77,90.2,0,0,0,412,3.24,264,101020
20141028:0600,25.63,93.15,87.85,137.34,73.95,418.2,2.55,271,101090
20141028:0700,26.1,90.2,277.9,353.48,155.85,422.65,1.86,259,101110
20141028:0800,26.82,84.6,450.35,469.78,185.35,421.3,2.69,261,101180
20141028:0900,27.52,81.95,520.75,339.56,268.55,417.25,3.03,253,101200
20141028:1000,27.96,79.4,691.55,429.33,318.45,419.55,3.17,245,101200
20141028:1100,28.38,76.95,764.1,512.21,285.5,429.05,3.38,239,101110
20141028:1200,28.56,76.95,743.8,498.38,278.15,427.7,3.45,227,101050
20141028:1300,28.34,76.95,580.6,418.94,216.6,439.1,3.52,215,100960
20141028:1400,27.55,81.95,344.2,262.64,149.2,435.25,2.9,232,100910
20141028:1500,26.99,84.6,291.55,282.13,132.5,429.05,2,235,100860
20141028:1600,27.27,81.95,117.75,173.84,57.8,424.8,3.17,221,100810
20141028:1700,27.08,84.6,6.3,6.45,5.65,419.4,3.31,233,100840
20141028:1800,26.81,84.6,0,0,0,423.65,3.66,234,100870
20141028:1900,26.48,84.55,0,0,0,424.8,3.52,220,101040
20141028:2000,26.43,84.55,0,0,0,424.4,3.52,226,101110
20141028:2100,26.34,87.35,0,0,0,419.55,3.52,225,101150
20141028:2200,26.22,84.55,0,0,0,417.85,3.31,226,101120
20141028:2300,26.16,87.35,0,0,0,420.9,3.38,220,101060
20141029:0000,26.07,90.2,0,0,0,419,3.17,218,100980
20141029:0100,26.06,90.2,0,0,0,420.85,3.24,215,100920
20141029:0200,26.04,90.2,0,0,0,421.5,2.97,222,100850
20141029:0300,25.92,90.2,0,0,0,412.8,2.55,232,100830
20141029:0400,25.77,90.2,0,0,0,416.65,2.07,236,100850
20141029:0500,25.23,93.15,0,0,0,411.05,1.38,244,100860
20141029:0600,25.33,93.15,142,869.64,54.55,419,0.97,249,100920
20141029:0700,26.51,87.35,342.7,727.31,92.3,412.8,1.17,234,100950
20141029:0800,27.27,79.35,527.85,728.8,117.7,414.35,1.93,230,101020
20141029:0900,27.86,76.85,623.9,602.45,177.4,422.45,2.34,224,101050
20141029:1000,28.18,76.95,810.75,739.36,169.55,431.95,2.48,224,101070
20141029:1100,28.61,76.95,702.55,515.9,221.5,430.2,2.76,218,101020
20141029:1200,28.63,76.95,737.45,547.06,227.4,437.95,3.1,213,100920
